DYRK1A_N,ITSN1_N,BDNF_N,NR1_N,NR2A_N,pAKT_N,pBRAF_N,pCAMKII_N,pCREB_N,pELK_N,pERK_N,pJNK_N,PKCA_N,pMEK_N,pNR1_N,pNR2A_N,pNR2B_N,pPKCAB_N,pRSK_N,AKT_N,BRAF_N,CAMKII_N,CREB_N,ELK_N,ERK_N,GSK3B_N,JNK_N,MEK_N,TRKA_N,RSK_N,APP_N,Bcatenin_N,SOD1_N,MTOR_N,P38_N,pMTOR_N,DSCR1_N,AMPKA_N,NR2B_N,pNUMB_N,RAPTOR_N,TIAM1_N,pP70S6_N,NUMB_N,P70S6_N,pGSK3B_N,pPKCG_N,CDK5_N,S6_N,ADARB1_N,AcetylH3K9_N,RRP1_N,BAX_N,ARC_N,ERBB4_N,nNOS_N,Tau_N,GFAP_N,GluR3_N,GluR4_N,IL1B_N,P3525_N,pCASP9_N,PSD95_N,SNCA_N,Ubiquitin_N,pGSK3B_Tyr216_N,SHH_N,BAD_N,BCL2_N,pS6_N,pCFOS_N,SYP_N,H3AcK18_N,EGR1_N,H3MeK4_N,CaNA_N,class
0.246060606,0.396565657,0.26969697,2.138181818,2.826262626,0.186868687,0.155757576,2.612121212,0.185656566,1.953131313,0.296767677,0.26020202,0.255151515,0.227676768,0.745252525,0.678585859,1.4832323230000002,0.945858586,0.40040404,0.708888889,0.238383838,0.348686869,0.155959596,1.083232323,1.817575758,0.8208080809999999,0.209292929,0.224646465,0.551313131,0.148888889,0.344848485,1.872929293,0.942020202,0.57030303,0.522424242,0.71959596,0.563636364,0.363232323,0.611111111,0.267272727,0.287878788,0.368484848,0.380808081,0.154174205,0.8282501940000001,0.13285086599999998,1.000646162,0.231713621,0.296071336,0.881493926,0.110235203,0.14745412300000002,0.16166968199999998,0.123546136,0.15585422599999998,0.167485138,0.181571465,0.103644353,0.249289222,0.106358232,0.609589041,0.260920134,1.310157663,2.214525717,0.174463686,1.1106229,0.716205738,0.24864306,0.15223572,0.149263376,0.123546136,0.124967692,0.385241665,0.140475575,0.197854743,0.19113466,0.931119152,3
0.294578083,0.398052692,0.375715922,2.263268423,4.1968308510000005,0.241886216,0.190339824,4.991599847,0.197785414,0.902634593,0.311951126,0.318251241,0.358342879,0.283696067,0.8266513940000001,0.673921344,1.525200458,1.761168385,0.465826651,0.6956853759999999,0.252959145,0.388316151,0.197021764,0.991408935,2.117411226,1.07674685,0.254486445,0.288468881,0.7420771290000001,0.166475754,0.403780069,0.0,0.487781596,0.5460099270000001,0.540473463,0.792287132,0.60061092,0.384688813,0.644902635,0.374761359,0.3917525770000001,0.456853761,0.605001909,0.167724029,0.7241276759999999,0.149484536,2.256938937,0.27131245,0.3804520220000001,1.193100714,0.349127676,0.158505155,0.184476606,0.135705789,0.15305313199999998,0.1851705,0.245241872,0.116970658,0.232553529,0.153548771,0.541137986,0.295301348,1.326526566,2.170896114,0.163659794,1.266851705,0.850713719,0.23334655,0.163065028,0.12628866,0.135705789,0.122323553,0.482355274,0.212727994,0.198651864,0.199444885,1.213124504,3
0.321071496,0.504621769,0.265610262,1.89718921,2.894736842,0.200150915,0.166006414,3.586493115,0.16789285,1.161478966,0.34295416,0.26711941100000003,0.257875872,0.230333899,0.704961328,0.587059045,1.330692322,0.954159593,0.372571213,0.653838898,0.26240332,0.322580645,0.149594416,0.8783248440000001,1.944916054,1.073571024,0.207696661,0.232031692,0.521222411,0.141671383,0.391058291,1.690435767,0.520467836,0.482927749,0.5404640629999999,0.747594793,0.579701943,0.368043765,0.521976985,0.309186946,0.305414073,0.41992077,0.405961139,0.133761551,0.896439035,0.11753437,1.257606491,0.229546991,0.243745774,0.7075726840000001,0.093306288,0.124070318,0.165314402,0.11933739,0.14288934,0.158102321,0.157876944,0.099166103,0.204755465,0.098715348,0.577417174,0.247802569,1.204755465,1.897115168,0.160581474,1.133310796,0.7960333559999999,0.248816768,0.144466982,0.135677259,0.11933739,0.129254,0.347532116,0.12914131199999998,0.197318008,0.186837954,0.941852603,2
0.331467226,0.492185678,0.317004899,2.233496618,3.41240961,0.288313506,0.201772801,4.289013296,0.218801026,1.286680662,0.377420107,0.322836482,0.33519944,0.30604152100000004,0.7865640309999999,0.714019128,1.4522976440000002,1.438068579,0.457429438,0.585257756,0.355026825,0.355726615,0.224166084,1.005831584,1.952647539,1.087473758,0.244693259,0.327968276,0.646372755,0.205271752,0.468859342,1.974807558,0.517611383,0.506881269,0.493585258,0.776300443,0.6190809420000001,0.349428505,0.584557966,0.392115699,0.379752741,0.495684628,0.576627012,0.136003655,0.669509595,0.166159001,2.191593055,0.301096558,0.36658544,1.029698447,0.17407858699999998,0.176819982,0.169204995,0.109046604,0.135851355,0.14894913199999998,0.156716418,0.125647274,0.238196771,0.159610113,0.475479744,0.312519037,1.528480049,2.06670728,0.170880292,1.2672860190000002,0.8661285409999999,0.226774292,0.207279927,0.0,0.109046604,0.166311301,0.468321657,0.205909229,0.270788913,0.278403899,1.006853488,7
0.365604868,0.599498926,0.301539012,2.062813171,2.952576951,0.248568361,0.198818898,3.069434503,0.226735863,1.220472441,0.436471009,0.351288475,0.310128848,0.29599141,0.7387258409999999,0.660164639,1.234788833,1.414101646,0.5327487470000001,0.630458125,0.344667144,0.368468146,0.206692913,1.013421618,2.131889764,1.161238368,0.27594846100000003,0.314423765,0.6694702929999999,0.180207588,0.405511811,1.912491052,0.5783822479999999,0.431102362,0.44380816,0.687544739,0.590730136,0.34108804600000003,0.546528275,0.359520401,0.376879026,0.41750179,0.4769148170000001,0.196432847,1.02860905,0.187215705,2.533397175,0.332774719,0.543571942,1.045966004,0.260593728,0.177759157,0.192722049,0.12173809,0.158965765,0.19583433100000006,0.294110606,0.130476418,0.192841752,0.117787886,0.540938473,0.325592531,1.694038784,2.29351209,0.155015561,1.284654058,1.031481925,0.225640412,0.17249221899999995,0.120181949,0.12173809,0.110485995,0.424227915,0.17368925100000002,0.166267656,0.20612880100000006,1.520110127,7
0.339014758,0.494907504,0.297027645,2.004988568,3.078362087,0.237580545,0.183122012,2.300561214,0.188526294,1.200997714,0.425067554,0.284764082,0.326959052,0.267719809,0.758885887,0.477655373,1.315111203,2.105383496,0.469341093,0.601330285,0.379546872,0.364165454,0.174392018,0.901267928,2.392434005,1.309291208,0.252961962,0.302847641,0.6830180840000001,0.168779879,0.351070464,1.725005196,0.290376221,0.417376845,0.326127624,0.6568281020000001,0.540220328,0.309914779,0.500935356,0.346289753,0.295364789,0.406983995,0.37206402,0.151355956,0.6663353679999999,0.158029249,2.1901178480000003,0.28169814,0.422121255,1.498367173,0.26607979600000004,0.145960528,0.18245066,0.107056652,0.153059776,0.13232997300000002,0.16370864699999998,0.109754366,0.17009797,0.086894789,0.494391594,0.289365327,1.522930569,2.057787874,0.138009371,1.185858299,0.950163283,0.22462019,0.188697998,0.142268919,0.107056652,0.152775806,0.4884282270000001,0.209285816,0.209711771,0.232003408,1.7320744,1
0.284056102,0.510720619,0.282927616,2.181202644,3.853941641,0.227309366,0.193132355,3.184749315,0.227954216,1.269546993,0.302273094,0.335160406,0.300177334,0.285668225,0.784136708,0.8560374009999999,1.5158794130000002,1.058036434,0.421247783,0.7314202809999999,0.217636627,0.342092536,0.175721425,1.120103176,2.501531517,1.049169757,0.227148154,0.27196517800000003,0.649040787,0.154925036,0.43495083,2.364501048,1.329195551,0.435756892,0.423504756,0.815250685,0.606480735,0.335160406,0.530710946,0.332742222,0.338384653,0.421086571,0.302111881,0.167457056,1.007060807,0.15660238199999998,1.297607756,0.290020023,0.291811571,1.478870271,0.141532301,0.171672463,0.181684055,0.123089894,0.160501633,0.16998629999999998,0.143534619,0.114659079,0.254715987,0.1529139,0.582253135,0.25050058,2.020444725,2.337232585,0.16229318199999998,1.2801138159999998,0.820002108,0.186847929,0.176204026,0.0,0.123089894,0.12403836,0.5090104329999999,0.0,0.223205817,0.0,1.123616819,6
0.344771994,0.541225242,0.268309535,1.787655458,2.835099033,0.209580838,0.15591893099999998,3.634269922,0.16236757300000002,1.447950253,0.380239521,0.273376324,0.253800092,0.26439428800000003,0.6886227540000001,0.618148319,1.279364348,1.054122524,0.360893597,0.6830953479999999,0.295255643,0.326577614,0.161446338,0.810916628,1.61123906,0.863196684,0.181252879,0.23422386,0.470290189,0.144403501,0.36872409,1.484339014,0.540304007,0.495393828,0.520267158,0.8394748959999999,0.594196223,0.362736066,0.569092584,0.318286504,0.333486872,0.4357438970000001,0.394288346,0.129718394,0.921959257,0.12537447599999998,1.307968844,0.244307969,0.284301977,0.94397843,0.101408029,0.148591971,0.153535051,0.128220491,0.158777711,0.191431995,0.219892151,0.099760336,0.172258838,0.103804673,0.582234871,0.283852606,1.7049131219999998,1.903684841,0.187986818,1.3015278609999998,0.829988017,0.25494308,0.160125824,0.133313361,0.128220491,0.139454763,0.360844817,0.145296585,0.207309766,0.17929898100000002,0.944278011,6
0.481457385,0.680676643,0.387638256,2.757709824,5.200910865,0.240728692,0.18776838,4.226675342,0.215224463,1.4441119059999998,0.7116460640000001,0.384645413,0.4167859470000001,0.28379961,0.970071568,0.942745608,1.871177619,2.58490566,0.5292127520000001,0.7011060509999999,0.405465192,0.363695511,0.17944046800000002,1.369941444,2.969160703,1.494860117,0.281067014,0.31008458,0.89785296,0.169941444,0.468054652,2.508653221,0.33923227100000003,0.476642811,0.396616786,0.773975277,0.554196487,0.405074821,0.588028627,0.379700716,0.310865322,0.41366298,0.389980481,0.203694768,0.892534638,0.17046942899999998,2.013717516,0.326532019,0.401806025,1.87164817,0.146136348,0.167298546,0.20066175,0.117667333,0.153029572,0.17839663600000005,0.15144413,0.123940167,0.2416075,0.135382919,0.497966499,0.327566003,1.474874199,2.42875853,0.148548976,1.092369201,0.90797546,0.221755015,0.14096643,0.104914869,0.117667333,0.108775074,0.513407321,0.11387606,0.145860619,0.150616944,1.975253326,4
0.22092145,0.468277946,0.351963746,2.570996979,3.702416918,0.369712991,0.244712991,3.822129909,0.295694864,1.641616314,0.374622356,0.402945619,0.350075529,0.408987915,0.887839879,0.8172205440000001,1.7654833840000002,1.3817975830000002,0.511329305,0.991691843,0.398413897,0.574018127,0.228851964,1.11858006,2.270392749,1.231873112,0.361404834,0.415407855,0.8980362540000001,0.305135952,0.380287009,2.255664653,0.889728097,0.541540785,0.648036254,1.007930514,0.783610272,0.447885196,0.70694864,0.388595166,0.436555891,0.411253776,0.481117825,0.171587505,0.8335472829999999,0.166452717,1.661317929,0.29289687600000003,0.351946941,1.201754386,0.179289688,0.180787334,0.159392383,0.138211382,0.182284981,0.167094566,0.21031236600000006,0.112323492,0.192768507,0.110397946,0.572314934,0.319640565,1.514762516,2.320282413,0.204107831,1.439666239,0.8410355159999999,0.235130509,0.0,0.16966196,0.138211382,0.144201968,0.511125374,0.21737270000000006,0.245827985,0.0,1.075310227,6
