DYRK1A_N,ITSN1_N,BDNF_N,NR1_N,NR2A_N,pAKT_N,pBRAF_N,pCAMKII_N,pCREB_N,pELK_N,pERK_N,pJNK_N,PKCA_N,pMEK_N,pNR1_N,pNR2A_N,pNR2B_N,pPKCAB_N,pRSK_N,AKT_N,BRAF_N,CAMKII_N,CREB_N,ELK_N,ERK_N,GSK3B_N,JNK_N,MEK_N,TRKA_N,RSK_N,APP_N,Bcatenin_N,SOD1_N,MTOR_N,P38_N,pMTOR_N,DSCR1_N,AMPKA_N,NR2B_N,pNUMB_N,RAPTOR_N,TIAM1_N,pP70S6_N,NUMB_N,P70S6_N,pGSK3B_N,pPKCG_N,CDK5_N,S6_N,ADARB1_N,AcetylH3K9_N,RRP1_N,BAX_N,ARC_N,ERBB4_N,nNOS_N,Tau_N,GFAP_N,GluR3_N,GluR4_N,IL1B_N,P3525_N,pCASP9_N,PSD95_N,SNCA_N,Ubiquitin_N,pGSK3B_Tyr216_N,SHH_N,BAD_N,BCL2_N,pS6_N,pCFOS_N,SYP_N,H3AcK18_N,EGR1_N,H3MeK4_N,CaNA_N,class
0.878349022,1.036809076,0.289645185,2.064687425,3.713492638,0.178976587,0.147719044,2.030050688,0.195631185,2.0434467780000003,1.226647357,0.256335988,0.246319092,0.216751147,0.713371953,0.566980449,1.472725078,1.3432295440000002,0.339971035,0.629374849,0.746681149,0.31788559,0.151218923,1.236664253,2.763456433,1.319575187,0.217113203,0.238715906,0.64433985,0.149650012,0.405261888,1.953294714,0.270576877,0.356504948,0.246198407,0.606203234,0.462828868,0.30955829100000004,0.427709389,0.334419503,0.235578084,0.35324644,0.144701907,0.229260935,1.078193221,0.166547591,0.985472732,0.308089228,0.618798127,0.915773597,0.091609113,0.155671985,0.181709931,0.122092562,0.162419624,0.185520362,0.254822577,0.109708661,0.205445741,0.117329523,0.438437723,0.259506232,1.4175597359999998,2.560212749,0.162419624,1.107882829,0.813368262,0.21139954,0.103278558,0.0,0.122092562,0.095578312,0.36977058,0.097483528,0.122886402,0.130904184,1.607525601,5
0.515455875,0.754168698,0.418137494,2.96050707,5.337298879,0.213066797,0.183715261,3.722769381,0.237932716,1.553388591,0.8857142859999999,0.351340809,0.424573379,0.272745002,1.059093125,1.05694783,1.966357874,2.682593857,0.447001463,0.7771818629999999,0.430229157,0.363627499,0.179424671,1.7627498780000002,3.4481716239999995,1.52647489,0.277035592,0.329302779,0.980009751,0.171038518,0.456752804,2.679473428,0.350658216,0.479863481,0.373086299,0.788493418,0.553291078,0.42116041,0.599512433,0.384885422,0.295075573,0.421647977,0.26240858100000003,0.223226091,1.064510798,0.171606435,1.765535478,0.330817541,0.5044072279999999,2.255564125,0.157117673,0.156787131,0.197994711,0.118389158,0.161800353,0.179098722,0.15634640800000002,0.120041869,0.247631115,0.134310269,0.5041868660000001,0.328173204,1.583957691,2.46050022,0.128691053,1.292309387,0.943367122,0.232701631,0.128085059,0.105718378,0.118389158,0.109519612,0.542144116,0.111392684,0.140976201,0.140480388,2.012505509,4
0.227461608,0.385727191,0.238121048,1.889611563,2.913098464,0.210478771,0.17073170699999998,2.363504968,0.1833785,1.041915086,0.270822042,0.262872629,0.224209575,0.242276423,0.6744354109999999,0.522673893,1.274254743,0.960252936,0.404155375,0.71129178,0.250948509,0.329358627,0.169105691,0.90063234,1.891237579,0.839385727,0.206323397,0.235953026,0.5580849139999999,0.152303523,0.261607949,1.682746161,0.567841012,0.342728094,0.325383921,0.57868112,0.457452575,0.26865402,0.480939476,0.222222222,0.227280939,0.283288166,0.22131888,0.158612144,0.838634173,0.156546881,1.106567534,0.278948093,0.308412502,0.932810134,0.095415118,0.16522098300000002,0.189453394,0.129147735,0.158749828,0.177474873,0.153242462,0.125017211,0.198678232,0.094726697,0.7125154890000001,0.268759466,1.806416082,2.275092937,0.167010877,1.303593556,0.833677544,0.249759053,0.176373399,0.15393088300000002,0.129147735,0.163568773,0.4725320120000001,0.167699298,0.215751067,0.31268071,1.380558998,3
0.353361095,0.491671624,0.336109459,2.131171921,2.999702558,0.246876859,0.221594289,1.889054134,0.226948245,1.261451517,0.5330160620000001,0.361986913,0.307257585,0.28316478300000003,0.786139203,0.586555622,1.41820345,0.927424152,0.444378346,0.6032123739999999,0.344140393,0.389649018,0.233789411,0.900654372,2.209994051,1.027662106,0.255800119,0.267400357,0.850386675,0.194229625,0.436942296,1.760261749,0.363176681,0.506543724,0.45687091,0.839976205,0.6454491370000001,0.345330161,0.599048186,0.425044616,0.360202261,0.452706722,0.220107079,0.148179509,0.900084674,0.16299746,1.023285351,0.313928874,0.437341236,0.8562658759999999,0.128704488,0.15198983900000002,0.125317528,0.109864522,0.146697714,0.16723116,0.164479255,0.142887384,0.294030483,0.154318374,0.590601185,0.3276884,1.499788315,2.254445385,0.199195597,1.313928874,0.84123624,0.27286198100000003,0.224809483,0.0,0.109864522,0.160668925,0.513971211,0.0,0.0,0.315198984,1.455546147,0
0.649781277,0.828696413,0.405861767,2.921434821,5.167979003,0.207174103,0.17664042,3.72808399,0.23928259,1.666579178,0.969466317,0.321259843,0.40656168,0.255293088,1.056342957,1.099300087,1.925284339,2.231671041,0.426859143,0.873228346,0.512773403,0.343219598,0.167629046,1.852755906,3.366491689,1.503674541,0.246019248,0.305424322,0.8510061240000001,0.165179353,0.441557305,2.578215223,0.34085739299999995,0.487664042,0.401049869,0.781364829,0.534033246,0.431846019,0.618022747,0.361417323,0.321959755,0.427296588,0.25205599300000003,0.242086039,1.061181006,0.16375811699999998,1.862368101,0.321174919,0.54104099,2.159547484,0.134638799,0.15817776,0.196124188,0.132000812,0.16112013,0.21098823100000005,0.210379464,0.128145292,0.292461445,0.15259740300000002,0.527242289,0.348062094,1.687550731,2.436586851,0.168171672,1.139153815,0.987773945,0.239752435,0.13905235400000002,0.112926136,0.132000812,0.129362825,0.486911526,0.125152192,0.14686485400000002,0.14351664,1.627181412,0
0.311823001,0.477068449,0.249596681,1.815164785,2.529154183,0.196358608,0.194053929,3.286471537,0.180225858,1.240147499,0.320811247,0.26457709100000004,0.247292003,0.231620189,0.6840285779999999,0.540677575,1.230698318,0.8852270109999999,0.35906891,0.602903895,0.259737267,0.334869786,0.161557963,0.805254667,1.683567642,0.968425905,0.209495275,0.277022355,0.49942383,0.143351003,0.391334409,1.551740032,0.509794884,0.537220558,0.551740032,0.7771375890000001,0.613735884,0.389951602,0.537911961,0.316432358,0.3247292,0.442498271,0.448490436,0.13427668199999998,0.871895228,0.11982538,1.180189673,0.23317778100000006,0.242510914,0.727532741,0.08715941599999999,0.130663857,0.150835466,0.130362788,0.149781725,0.17221135,0.179437001,0.104169803,0.190426012,0.094686136,0.6149330120000001,0.261779317,1.229263887,1.949721511,0.198855939,1.187415324,0.823423152,0.285112148,0.191780822,0.153695619,0.130362788,0.141201264,0.369411411,0.146018365,0.221285564,0.208941743,0.970344724,2
0.248450413,0.368285124,0.27608471100000004,2.003615702,2.517561983,0.20402892600000005,0.166838843,2.262913223,0.176394628,1.136105372,0.293904959,0.236053719,0.239927686,0.229080579,0.7270144629999999,0.613636364,1.283832645,0.865960744,0.355630165,0.75464876,0.238894628,0.359245868,0.161931818,0.946280992,1.543130165,0.724948347,0.207386364,0.223140496,0.482179752,0.153409091,0.33858471100000004,1.572055785,0.857438017,0.501033058,0.577221074,0.734504132,0.58161157,0.384297521,0.572572314,0.279958678,0.33290289300000003,0.436983471,0.42071281,0.14860259,0.760736196,0.144342195,0.9633606,0.234321745,0.263974097,0.922119973,0.105316973,0.157293797,0.149284254,0.134969325,0.14740968,0.175698705,0.182344922,0.11929107,0.219325153,0.098670757,0.622528971,0.30129516,1.33674165,2.1584867080000003,0.212849352,1.141104294,0.734151329,0.289706885,0.164621677,0.14161554199999998,0.134969325,0.162235855,0.419052488,0.160361282,0.251874574,0.211486026,0.898773006,3
0.226490527,0.380497132,0.194159569,1.414913958,1.7947158,0.162350078,0.1329741,1.654962628,0.148096645,0.734225621,0.250130367,0.195202503,0.197983661,0.208065357,0.516773857,0.388145315,0.8532939340000001,0.862854163,0.351121154,0.444811403,0.193985747,0.232400487,0.13905788300000002,0.604554146,1.27255345,0.725186859,0.149487224,0.176082044,0.38032331,0.118720667,0.287502173,1.134886146,0.384147401,0.392490874,0.402572571,0.533460803,0.4303841470000001,0.286806883,0.424126543,0.292543021,0.267860247,0.348339997,0.470710933,0.17387346399999998,0.756334395,0.16598391699999998,2.17357002,0.267637688,0.496434532,0.7446517979999999,0.24032772,0.190259445,0.17508724,0.119101805,0.160370202,0.20892125600000006,0.277044455,0.145046275,0.201638598,0.127143074,0.557426794,0.334395388,1.5081171290000002,2.086481566,0.195417994,1.150811713,0.905173722,0.244424215,0.186466394,0.135487786,0.119101805,0.182673342,0.341829768,0.20892125600000006,0.247913822,0.248065544,1.071612805,7
0.544843569,0.7269988409999999,0.390845886,2.521089224,4.9673232910000005,0.275550406,0.190961761,4.576825029,0.240208575,1.591425261,0.794090382,0.369524913,0.4020857470000001,0.302780997,0.864774044,1.030475087,1.7387022019999998,2.353765933,0.524449594,0.70764774,0.472190035,0.376245655,0.188876014,1.47612978,3.008574739,1.434298957,0.264426419,0.305446118,0.806373117,0.186558517,0.433371958,2.526535342,0.40023175,0.509501738,0.442757822,0.811819235,0.587949015,0.453881808,0.602433372,0.417149479,0.361529548,0.483893395,0.445886443,0.182766469,0.814199014,0.16190416,1.950056897,0.297698824,0.389429764,2.000885068,0.331837148,0.142938425,0.186117082,0.117713997,0.158111013,0.159122519,0.17695031,0.115374889,0.206094323,0.121633582,0.417941586,0.301997724,1.516816285,1.951827032,0.12251865,1.078644582,0.716019724,0.210709318,0.0,0.109495511,0.117713997,0.099506891,0.385510178,0.17796181600000002,0.141926919,0.0,1.394424074,1
0.838053341,1.006323893,0.3649528,2.603061131,4.207680323,0.202547887,0.164054624,2.222619375,0.23077628100000006,2.099349281,1.06278068,0.25368893800000003,0.320685547,0.243973971,0.8344789659999999,0.497113005,1.589496838,1.693795252,0.411511319,0.6896709740000001,0.721015489,0.31967739,0.17954358,1.569517001,3.034185684,1.51819265,0.253047383,0.290990743,0.841902667,0.17221153,0.493355329,2.463568875,0.322151957,0.388965264,0.310420676,0.673815416,0.531940244,0.367977271,0.517184493,0.294748419,0.25836312,0.41453579,0.214187517,0.190708361,1.000392289,0.15898901599999998,1.280094149,0.29690652300000003,0.452925353,0.999159381,0.180116566,0.137357095,0.180060525,0.111634163,0.155962789,0.20505492,0.194070836,0.099921542,0.228368079,0.124299484,0.481226182,0.288164089,1.481394306,2.745012329,0.117518494,0.972539789,0.889598745,0.207856983,0.105861914,0.0,0.111634163,0.0,0.400078458,0.112586864,0.107094822,0.123739072,1.829242322,4
